2.000000	5.707963e-01
4.000000	3.746299e-02
8.000000	6.802185e-03
16.000000	1.481476e-03
32.000000	3.468608e-04
64.000000	8.398421e-05
128.000000	2.066671e-05
256.000000	5.126234e-06
512.000000	1.276547e-06
1024.000000	3.185132e-07
2048.000000	7.955052e-08
4096.000000	1.987792e-08
8192.000000	4.968271e-09
16384.000000	1.241908e-09
32768.000000	3.104523e-10
65536.000000	7.760637e-11
131072.000000	1.941536e-11
262144.000000	4.853673e-12
524288.000000	1.169287e-12
1048576.000000	2.584599e-13
2097152.000000	3.863576e-14
4194304.000000	2.176037e-13
8388608.000000	5.462297e-14
16777216.000000	4.063416e-14
33554432.000000	1.600942e-13
67108864.000000	6.750156e-14
134217728.000000	1.738609e-13
268435456.000000	7.860379e-14
536870912.000000	4.678480e-13
1073741824.000000	1.658895e-12
