#PID IS 30
1697055688 100
1697055689 100
1697055690 100
1697055691 100
1697055692 100
1697055693 100
1697055694 100
1697055695 100
1697055696 100
1697055697 100
1697055698 99.9
1697055699 99.9
1697055700 99.9
1697055701 99.9
1697055702 99.9
1697055703 99.9
1697055704 99.9
1697055705 99.9
1697055706 99.9
1697055707 99.9
1697055708 99.9
1697055709 99.9
1697055710 99.9
1697055711 99.9
1697055712 99.9
1697055713 99.9
1697055714 99.9
1697055715 99.9
1697055716 99.9
1697055717 99.9
1697055718 99.9
1697055719 99.9
1697055720 99.9
1697055721 99.9
1697055722 99.9
1697055723 99.9
1697055724 99.9
1697055725 99.9
1697055726 99.9
1697055727 99.9
1697055728 99.9
1697055729 99.9
1697055730 99.9
1697055731 99.9
1697055732 99.9
1697055733 99.9
1697055734 99.9
1697055735 99.9
1697055736 99.9
1697055737 99.9
1697055738 99.9
1697055739 99.9
1697055740 99.9
1697055741 99.9
1697055742 99.9
1697055743 99.9
1697055744 99.9
1697055745 99.9
1697055746 99.9
1697055747 99.9
1697055748 99.9
1697055749 99.9
1697055750 99.9
1697055751 100
1697055752 100
1697055753 100
1697055754 100
1697055755 100
1697055756 100
1697055757 100
1697055758 100
1697055759 100
1697055761 100
1697055762 100
1697055763 100
1697055764 100
1697055765 100
1697055766 100
1697055767 100
1697055768 100
1697055769 100
1697055770 100
1697055771 100
1697055772 100
1697055773 100
1697055774 100
1697055775 100
1697055776 100
1697055777 100
1697055778 100
1697055779 100
1697055780 100
1697055781 100
1697055782 100
1697055783 100
1697055784 100
1697055785 100
1697055786 100
1697055787 100
1697055788 100
1697055789 100
1697055790 100
1697055791 100
1697055792 100
1697055793 100
1697055794 100
1697055795 100
1697055796 100
1697055797 100
1697055798 100
1697055799 100
1697055800 100
1697055801 100
1697055802 100
1697055803 100
1697055804 100
1697055805 100
1697055806 100
1697055807 100
1697055808 100
1697055809 100
1697055810 100
1697055811 100
1697055812 100
1697055813 100
1697055814 100
1697055815 100
1697055816 100
1697055817 100
1697055818 100
1697055819 100
1697055820 100
1697055821 100
1697055822 100
1697055823 100
1697055824 100
1697055825 100
1697055826 100
1697055827 100
