2    0.081250
4    0.170353
8    0.116584
16    0.025376
32    0.005820
64    0.043716
128    0.018301
256    0.015127
512    0.017984
1024    0.016690
2048    0.003343
4096    0.002053
8192    0.002535
16384    0.001619
32768    0.000504
65536    0.001477
131072    0.000671
262144    0.000976
524288    0.000527
1048576    0.000242
2097152    0.000077
4194304    0.000015
8388608    0.000059
16777216    0.000006
33554432    0.000030
67108864    0.000012
134217728    0.000042
268435456    0.000025
536870912    0.000010
1073741824    0.000038
