2    0.074374
4    0.057786
8    0.106173
16    0.012130
32    0.044136
64    0.048595
128    0.043674
256    0.016467
512    0.001976
1024    0.007681
2048    0.005506
4096    0.003003
8192    0.001732
16384    0.003622
32768    0.001373
65536    0.000964
131072    0.000781
262144    0.000672
524288    0.000184
1048576    0.000262
2097152    0.000126
4194304    0.000095
8388608    0.000177
16777216    0.000009
33554432    0.000007
67108864    0.000042
134217728    0.000025
268435456    0.000002
536870912    0.000002
1073741824    0.000021
